country_id,country_code,country_name,region_id,region_name,assistance_category_id,assistance_category_name,transaction_type_id,transaction_type_name,fiscal_year,current_amount,constant_amount
716,ZWE,Zimbabwe,5,Sub-Saharan Africa,1,Economic,3,Disbursements,2003,35347476,44966852
729,SDN,Sudan,5,Sub-Saharan Africa,1,Economic,2,Obligations,2003,725321,922708
729,SDN,Sudan,5,Sub-Saharan Africa,1,Economic,3,Disbursements,2003,153886,195764
736,SDF,Sudan (former),5,Sub-Saharan Africa,1,Economic,2,Obligations,2003,106173825,135067701
736,SDF,Sudan (former),5,Sub-Saharan Africa,1,Economic,3,Disbursements,2003,84628239,107658772
740,SUR,Suriname,6,Western Hemisphere,1,Economic,2,Obligations,2003,1139579,1449701
740,SUR,Suriname,6,Western Hemisphere,1,Economic,3,Disbursements,2003,1128479,1435580
740,SUR,Suriname,6,Western Hemisphere,2,Military,2,Obligations,2003,495310,630101
740,SUR,Suriname,6,Western Hemisphere,2,Military,3,Disbursements,2003,495310,630101
748,SWZ,Swaziland,5,Sub-Saharan Africa,1,Economic,2,Obligations,2003,1390642,1769086
748,SWZ,Swaziland,5,Sub-Saharan Africa,1,Economic,3,Disbursements,2003,1183540,1505628
748,SWZ,Swaziland,5,Sub-Saharan Africa,2,Military,2,Obligations,2003,100000,127213
748,SWZ,Swaziland,5,Sub-Saharan Africa,2,Military,3,Disbursements,2003,100000,127213
760,SYR,Syria,3,Middle East and North Africa,1,Economic,2,Obligations,2003,20000,25442
760,SYR,Syria,3,Middle East and North Africa,1,Economic,3,Disbursements,2003,70000,89048
762,TJK,Tajikistan,4,South and Central Asia,1,Economic,2,Obligations,2003,47629439,60591181
762,TJK,Tajikistan,4,South and Central Asia,1,Economic,3,Disbursements,2003,42101810,53559293
762,TJK,Tajikistan,4,South and Central Asia,2,Military,2,Obligations,2003,851000,1082588
762,TJK,Tajikistan,4,South and Central Asia,2,Military,3,Disbursements,2003,851000,1082588
764,THA,Thailand,1,East Asia and Oceania,1,Economic,2,Obligations,2003,18666971,23746948
764,THA,Thailand,1,East Asia and Oceania,1,Economic,3,Disbursements,2003,23483671,29874457
764,THA,Thailand,1,East Asia and Oceania,2,Military,2,Obligations,2003,14660000,18649541
764,THA,Thailand,1,East Asia and Oceania,2,Military,3,Disbursements,2003,14660000,18649541
768,TGO,Togo,5,Sub-Saharan Africa,1,Economic,2,Obligations,2003,6140647,7811747
768,TGO,Togo,5,Sub-Saharan Africa,1,Economic,3,Disbursements,2003,6395172,8135536
768,TGO,Togo,5,Sub-Saharan Africa,2,Military,2,Obligations,2003,136000,173010
768,TGO,Togo,5,Sub-Saharan Africa,2,Military,3,Disbursements,2003,136000,173010
776,TON,Tonga,1,East Asia and Oceania,1,Economic,2,Obligations,2003,1076000,1368820
776,TON,Tonga,1,East Asia and Oceania,1,Economic,3,Disbursements,2003,975700,1241225
776,TON,Tonga,1,East Asia and Oceania,2,Military,2,Obligations,2003,127000,161561
776,TON,Tonga,1,East Asia and Oceania,2,Military,3,Disbursements,2003,127000,161561
780,TTO,Trinidad and Tobago,6,Western Hemisphere,1,Economic,2,Obligations,2003,25000,31803
780,TTO,Trinidad and Tobago,6,Western Hemisphere,1,Economic,3,Disbursements,2003,25000,31803
780,TTO,Trinidad and Tobago,6,Western Hemisphere,2,Military,2,Obligations,2003,702000,893039
780,TTO,Trinidad and Tobago,6,Western Hemisphere,2,Military,3,Disbursements,2003,702000,893039
788,TUN,Tunisia,3,Middle East and North Africa,1,Economic,2,Obligations,2003,-30207,-38429
788,TUN,Tunisia,3,Middle East and North Africa,1,Economic,3,Disbursements,2003,32500,41344
788,TUN,Tunisia,3,Middle East and North Africa,2,Military,2,Obligations,2003,6400000,8141682
788,TUN,Tunisia,3,Middle East and North Africa,2,Military,3,Disbursements,2003,6400000,8141682
792,TUR,Turkey,2,Europe and Eurasia,1,Economic,2,Obligations,2003,7512413,9556810
792,TUR,Turkey,2,Europe and Eurasia,1,Economic,3,Disbursements,2003,207442333,263895257
792,TUR,Turkey,2,Europe and Eurasia,2,Military,2,Obligations,2003,20405393,25958473
792,TUR,Turkey,2,Europe and Eurasia,2,Military,3,Disbursements,2003,20405393,25958473
795,TKM,Turkmenistan,4,South and Central Asia,1,Economic,2,Obligations,2003,8932200,11362974
795,TKM,Turkmenistan,4,South and Central Asia,1,Economic,3,Disbursements,2003,8386356,10668597
795,TKM,Turkmenistan,4,South and Central Asia,2,Military,2,Obligations,2003,906000,1152556
795,TKM,Turkmenistan,4,South and Central Asia,2,Military,3,Disbursements,2003,906000,1152556
800,UGA,Uganda,5,Sub-Saharan Africa,1,Economic,2,Obligations,2003,193395577,246025756
800,UGA,Uganda,5,Sub-Saharan Africa,1,Economic,3,Disbursements,2003,165638006,210714348
800,UGA,Uganda,5,Sub-Saharan Africa,2,Military,2,Obligations,2003,1088486,1384703
800,UGA,Uganda,5,Sub-Saharan Africa,2,Military,3,Disbursements,2003,1088486,1384703
804,UKR,Ukraine,2,Europe and Eurasia,1,Economic,2,Obligations,2003,87884337,111800946
804,UKR,Ukraine,2,Europe and Eurasia,1,Economic,3,Disbursements,2003,123891807,157607448
804,UKR,Ukraine,2,Europe and Eurasia,2,Military,2,Obligations,2003,7198000,9156848
804,UKR,Ukraine,2,Europe and Eurasia,2,Military,3,Disbursements,2003,7198000,9156848
807,MKD,Macedonia,2,Europe and Eurasia,1,Economic,2,Obligations,2003,56370801,71711406
807,MKD,Macedonia,2,Europe and Eurasia,1,Economic,3,Disbursements,2003,64709071,82318856
807,MKD,Macedonia,2,Europe and Eurasia,2,Military,2,Obligations,2003,12582000,16006038
807,MKD,Macedonia,2,Europe and Eurasia,2,Military,3,Disbursements,2003,12582000,16006038
818,EGY,Egypt,3,Middle East and North Africa,1,Economic,2,Obligations,2003,646856656,822890838
818,EGY,Egypt,3,Middle East and North Africa,1,Economic,3,Disbursements,2003,662298114,842534580
818,EGY,Egypt,3,Middle East and North Africa,2,Military,2,Obligations,2003,1304073715,1658961695
818,EGY,Egypt,3,Middle East and North Africa,2,Military,3,Disbursements,2003,1304073715,1658961695
826,GBR,United Kingdom,2,Europe and Eurasia,2,Military,2,Obligations,2003,7000,8904
826,GBR,United Kingdom,2,Europe and Eurasia,2,Military,3,Disbursements,2003,7000,8904
834,TZA,Tanzania,5,Sub-Saharan Africa,1,Economic,2,Obligations,2003,81004555,103048917
834,TZA,Tanzania,5,Sub-Saharan Africa,1,Economic,3,Disbursements,2003,77548615,98652497
834,TZA,Tanzania,5,Sub-Saharan Africa,2,Military,2,Obligations,2003,210000,267148
834,TZA,Tanzania,5,Sub-Saharan Africa,2,Military,3,Disbursements,2003,210000,267148
854,BFA,Burkina Faso,5,Sub-Saharan Africa,1,Economic,2,Obligations,2003,11646318,14815707
854,BFA,Burkina Faso,5,Sub-Saharan Africa,1,Economic,3,Disbursements,2003,10589953,13471868
858,URY,Uruguay,6,Western Hemisphere,1,Economic,2,Obligations,2003,35925,45701
858,URY,Uruguay,6,Western Hemisphere,1,Economic,3,Disbursements,2003,35925,45701
858,URY,Uruguay,6,Western Hemisphere,2,Military,2,Obligations,2003,2115000,2690571
858,URY,Uruguay,6,Western Hemisphere,2,Military,3,Disbursements,2003,2115000,2690571
860,UZB,Uzbekistan,4,South and Central Asia,1,Economic,2,Obligations,2003,89095455,113341676
860,UZB,Uzbekistan,4,South and Central Asia,1,Economic,3,Disbursements,2003,79728768,101425976
860,UZB,Uzbekistan,4,South and Central Asia,2,Military,2,Obligations,2003,16274000,20702772
860,UZB,Uzbekistan,4,South and Central Asia,2,Military,3,Disbursements,2003,16274000,20702772
862,VEN,Venezuela,6,Western Hemisphere,1,Economic,2,Obligations,2003,10081461,12824997
862,VEN,Venezuela,6,Western Hemisphere,1,Economic,3,Disbursements,2003,6328424,8050622
862,VEN,Venezuela,6,Western Hemisphere,2,Military,2,Obligations,2003,6309000,8025918
862,VEN,Venezuela,6,Western Hemisphere,2,Military,3,Disbursements,2003,6309000,8025918
882,WSM,Samoa,1,East Asia and Oceania,1,Economic,2,Obligations,2003,1364000,1735196
882,WSM,Samoa,1,East Asia and Oceania,1,Economic,3,Disbursements,2003,1208000,1536742
882,WSM,Samoa,1,East Asia and Oceania,2,Military,2,Obligations,2003,76000,96682
882,WSM,Samoa,1,East Asia and Oceania,2,Military,3,Disbursements,2003,76000,96682
887,YEM,Yemen,3,Middle East and North Africa,1,Economic,2,Obligations,2003,38497101,48973607
887,YEM,Yemen,3,Middle East and North Africa,1,Economic,3,Disbursements,2003,31023485,39466145
887,YEM,Yemen,3,Middle East and North Africa,2,Military,2,Obligations,2003,2948385,3750751
887,YEM,Yemen,3,Middle East and North Africa,2,Military,3,Disbursements,2003,2948385,3750751
891,SCG,Serbia and Montenegro (former),2,Europe and Eurasia,1,Economic,2,Obligations,2003,19575828,24903141
891,SCG,Serbia and Montenegro (former),2,Europe and Eurasia,1,Economic,3,Disbursements,2003,20295273,25818358
894,ZMB,Zambia,5,Sub-Saharan Africa,1,Economic,2,Obligations,2003,71119307,90473539
894,ZMB,Zambia,5,Sub-Saharan Africa,1,Economic,3,Disbursements,2003,56115150,71386209
894,ZMB,Zambia,5,Sub-Saharan Africa,2,Military,2,Obligations,2003,325000,413444
894,ZMB,Zambia,5,Sub-Saharan Africa,2,Military,3,Disbursements,2003,325000,413444
1002,WLD,World,7,World,1,Economic,2,Obligations,2003,2965496634,3772520332
1002,WLD,World,7,World,1,Economic,3,Disbursements,2003,2788688753,3547596612
1002,WLD,World,7,World,2,Military,2,Obligations,2003,3039000,3866027
1002,WLD,World,7,World,2,Military,3,Disbursements,2003,3039000,3866027
1005,ANS,"Asia, Middle East and North Africa Region",7,World,1,Economic,2,Obligations,2003,34453005,43828946
1005,ANS,"Asia, Middle East and North Africa Region",7,World,1,Economic,3,Disbursements,2003,49733030,63267254
1006,ASN,Asia Region,7,World,1,Economic,2,Obligations,2003,3604418,4585309
1006,ASN,Asia Region,7,World,1,Economic,3,Disbursements,2003,3604418,4585309
1007,CNA,Central America Region,6,Western Hemisphere,1,Economic,2,Obligations,2003,28469646,36217294
1007,CNA,Central America Region,6,Western Hemisphere,1,Economic,3,Disbursements,2003,26044918,33132727
1008,CCN,Central America and Caribbean Region,6,Western Hemisphere,1,Economic,2,Obligations,2003,3000174,3816635
1008,CCN,Central America and Caribbean Region,6,Western Hemisphere,1,Economic,3,Disbursements,2003,3000174,3816635
1009,EEE,Central and Eastern Europe Region,2,Europe and Eurasia,1,Economic,2,Obligations,2003,3692553,4697429
1009,EEE,Central and Eastern Europe Region,2,Europe and Eurasia,1,Economic,3,Disbursements,2003,4036320,5134749
1010,CRN,Caribbean Region,6,Western Hemisphere,1,Economic,2,Obligations,2003,32757188,41671650
1010,CRN,Caribbean Region,6,Western Hemisphere,1,Economic,3,Disbursements,2003,19824205,25219122
1011,EAG,Eastern Africa Region,5,Sub-Saharan Africa,1,Economic,2,Obligations,2003,1201081,1527939
1011,EAG,Eastern Africa Region,5,Sub-Saharan Africa,1,Economic,3,Disbursements,2003,1107741,1409198
1012,EAQ,East Asia and Oceania Region,1,East Asia and Oceania,1,Economic,2,Obligations,2003,3654000,4648391
1012,EAQ,East Asia and Oceania Region,1,East Asia and Oceania,1,Economic,3,Disbursements,2003,5062000,6439561
1014,EEN,Eastern Europe Region,2,Europe and Eurasia,1,Economic,2,Obligations,2003,101705894,129383875
1014,EEN,Eastern Europe Region,2,Europe and Eurasia,1,Economic,3,Disbursements,2003,151409821,192614167
1015,EES,Europe and Eurasia Region,2,Europe and Eurasia,1,Economic,2,Obligations,2003,23518120,29918286
1015,EES,Europe and Eurasia Region,2,Europe and Eurasia,1,Economic,3,Disbursements,2003,19679305,25034787
1015,EES,Europe and Eurasia Region,2,Europe and Eurasia,2,Military,2,Obligations,2003,106762636,135816805
1015,EES,Europe and Eurasia Region,2,Europe and Eurasia,2,Military,3,Disbursements,2003,106526346,135516211
1016,ENS,Eastern Asia Region,1,East Asia and Oceania,1,Economic,2,Obligations,2003,364248,463373
1016,ENS,Eastern Asia Region,1,East Asia and Oceania,1,Economic,3,Disbursements,2003,10483000,13335819
1017,ESN,East and South Africa Region,5,Sub-Saharan Africa,1,Economic,2,Obligations,2003,371980,473209
1017,ESN,East and South Africa Region,5,Sub-Saharan Africa,1,Economic,3,Disbursements,2003,485652,617816
1018,EUN,Europe Region,2,Europe and Eurasia,1,Economic,2,Obligations,2003,17879376,22745024
1018,EUN,Europe Region,2,Europe and Eurasia,1,Economic,3,Disbursements,2003,58028735,73820534
1019,EUS,Eurasia Region,2,Europe and Eurasia,1,Economic,2,Obligations,2003,97605945,124168165
1019,EUS,Eurasia Region,2,Europe and Eurasia,1,Economic,3,Disbursements,2003,100821891,128259311
1020,LAN,Latin America Region,6,Western Hemisphere,1,Economic,2,Obligations,2003,24531099,31206942
1020,LAN,Latin America Region,6,Western Hemisphere,1,Economic,3,Disbursements,2003,24531099,31206942
1021,LCN,Latin America and Caribbean Region,6,Western Hemisphere,1,Economic,2,Obligations,2003,128405888,163349950
1021,LCN,Latin America and Caribbean Region,6,Western Hemisphere,1,Economic,3,Disbursements,2003,157802065,200745966
1022,MEN,Middle East Region,3,Middle East and North Africa,1,Economic,2,Obligations,2003,9073520,11542761
1022,MEN,Middle East Region,3,Middle East and North Africa,1,Economic,3,Disbursements,2003,7906444,10058080
1023,MNS,Middle East and North Africa Region,3,Middle East and North Africa,1,Economic,2,Obligations,2003,152578260,194100590
1023,MNS,Middle East and North Africa Region,3,Middle East and North Africa,1,Economic,3,Disbursements,2003,151926481,193271438
1027,OCN,Oceania Region,1,East Asia and Oceania,1,Economic,2,Obligations,2003,7706174,9803315
1027,OCN,Oceania Region,1,East Asia and Oceania,1,Economic,3,Disbursements,2003,7915141,10069150
1028,SAG,Southern Africa Region,5,Sub-Saharan Africa,1,Economic,2,Obligations,2003,162905171,207237810
1028,SAG,Southern Africa Region,5,Sub-Saharan Africa,1,Economic,3,Disbursements,2003,134443808,171031048
1029,SAN,Southern Asia Region,4,South and Central Asia,1,Economic,2,Obligations,2003,2716000,3455125
1029,SAN,Southern Asia Region,4,South and Central Asia,1,Economic,3,Disbursements,2003,34675529,44112047
1031,SEA,South East Asia Region,4,South and Central Asia,1,Economic,2,Obligations,2003,852211,1084129
1031,SEA,South East Asia Region,4,South and Central Asia,1,Economic,3,Disbursements,2003,742707,944825
1032,SMN,South America Region,6,Western Hemisphere,1,Economic,2,Obligations,2003,1069859,1361005
1032,SMN,South America Region,6,Western Hemisphere,1,Economic,3,Disbursements,2003,1015239,1291521
1033,SSN,Sub-Saharan Africa Region,5,Sub-Saharan Africa,1,Economic,2,Obligations,2003,220888351,281000335
1033,SSN,Sub-Saharan Africa Region,5,Sub-Saharan Africa,1,Economic,3,Disbursements,2003,430875118,548132526
1034,WAN,West Africa Region,5,Sub-Saharan Africa,1,Economic,2,Obligations,2003,33447292,42549546
1034,WAN,West Africa Region,5,Sub-Saharan Africa,1,Economic,3,Disbursements,2003,42028861,53466505
1060,PIT,Pacific Island Trust Territory,1,East Asia and Oceania,1,Economic,3,Disbursements,2003,44802,56994
1063,TIB,China (Tibet),1,East Asia and Oceania,1,Economic,2,Obligations,2003,600000,763281
1063,TIB,China (Tibet),1,East Asia and Oceania,1,Economic,3,Disbursements,2003,1600000,2035418
1071,CS-KM,Kosovo,2,Europe and Eurasia,1,Economic,2,Obligations,2003,412082,524224
1071,CS-KM,Kosovo,2,Europe and Eurasia,1,Economic,3,Disbursements,2003,412082,524224
1072,ANT,Netherlands Antilles (former),6,Western Hemisphere,2,Military,2,Obligations,2003,12956000,16481819
1072,ANT,Netherlands Antilles (former),6,Western Hemisphere,2,Military,3,Disbursements,2003,12956000,16481819
4,AFG,Afghanistan,4,South and Central Asia,1,Economic,2,Obligations,2002,401682658,520761098
4,AFG,Afghanistan,4,South and Central Asia,1,Economic,3,Disbursements,2002,293510784,380521783
4,AFG,Afghanistan,4,South and Central Asia,2,Military,2,Obligations,2002,51447000,66698421
4,AFG,Afghanistan,4,South and Central Asia,2,Military,3,Disbursements,2002,51447000,66698421
8,ALB,Albania,2,Europe and Eurasia,1,Economic,2,Obligations,2002,37949673,49199796
8,ALB,Albania,2,Europe and Eurasia,1,Economic,3,Disbursements,2002,52363597,67886730
8,ALB,Albania,2,Europe and Eurasia,2,Military,2,Obligations,2002,4866000,6308521
8,ALB,Albania,2,Europe and Eurasia,2,Military,3,Disbursements,2002,4866000,6308521
12,DZA,Algeria,3,Middle East and North Africa,1,Economic,2,Obligations,2002,3963616,5138615
12,DZA,Algeria,3,Middle East and North Africa,1,Economic,3,Disbursements,2002,3262738,4229963
12,DZA,Algeria,3,Middle East and North Africa,2,Military,2,Obligations,2002,67000,86862
12,DZA,Algeria,3,Middle East and North Africa,2,Military,3,Disbursements,2002,67000,86862
24,AGO,Angola,5,Sub-Saharan Africa,1,Economic,2,Obligations,2002,121746444,157838025
24,AGO,Angola,5,Sub-Saharan Africa,1,Economic,3,Disbursements,2002,108299636,140404944
28,ATG,Antigua and Barbuda,6,Western Hemisphere,1,Economic,3,Disbursements,2002,24999,32410
28,ATG,Antigua and Barbuda,6,Western Hemisphere,2,Military,2,Obligations,2002,3623000,4697033
28,ATG,Antigua and Barbuda,6,Western Hemisphere,2,Military,3,Disbursements,2002,3623000,4697033
31,AZE,Azerbaijan,2,Europe and Eurasia,1,Economic,2,Obligations,2002,47420965,61478837
31,AZE,Azerbaijan,2,Europe and Eurasia,1,Economic,3,Disbursements,2002,42225712,54743467
31,AZE,Azerbaijan,2,Europe and Eurasia,2,Military,2,Obligations,2002,8492000,11009444
31,AZE,Azerbaijan,2,Europe and Eurasia,2,Military,3,Disbursements,2002,8492000,11009444
32,ARG,Argentina,6,Western Hemisphere,1,Economic,2,Obligations,2002,351935,456262
32,ARG,Argentina,6,Western Hemisphere,1,Economic,3,Disbursements,2002,353932,458851
32,ARG,Argentina,6,Western Hemisphere,2,Military,2,Obligations,2002,2790000,3617092
32,ARG,Argentina,6,Western Hemisphere,2,Military,3,Disbursements,2002,2790000,3617092
44,BHS,Bahamas,6,Western Hemisphere,1,Economic,2,Obligations,2002,1707563,2213768
44,BHS,Bahamas,6,Western Hemisphere,1,Economic,3,Disbursements,2002,1795776,2328132
44,BHS,Bahamas,6,Western Hemisphere,2,Military,2,Obligations,2002,5026000,6515952
44,BHS,Bahamas,6,Western Hemisphere,2,Military,3,Disbursements,2002,5026000,6515952
48,BHR,Bahrain,3,Middle East and North Africa,1,Economic,2,Obligations,2002,58310,75595
48,BHR,Bahrain,3,Middle East and North Africa,1,Economic,3,Disbursements,2002,58310,75595
48,BHR,Bahrain,3,Middle East and North Africa,2,Military,2,Obligations,2002,38823000,50332046
48,BHR,Bahrain,3,Middle East and North Africa,2,Military,3,Disbursements,2002,38823000,50332046
50,BGD,Bangladesh,4,South and Central Asia,1,Economic,2,Obligations,2002,95062112,123243164
50,BGD,Bangladesh,4,South and Central Asia,1,Economic,3,Disbursements,2002,66844884,86660981
50,BGD,Bangladesh,4,South and Central Asia,2,Military,2,Obligations,2002,648000,840099
50,BGD,Bangladesh,4,South and Central Asia,2,Military,3,Disbursements,2002,648000,840099
51,ARM,Armenia,2,Europe and Eurasia,1,Economic,2,Obligations,2002,77345662,100274681
51,ARM,Armenia,2,Europe and Eurasia,1,Economic,3,Disbursements,2002,82030363,106348181
51,ARM,Armenia,2,Europe and Eurasia,2,Military,2,Obligations,2002,8075000,10468825
51,ARM,Armenia,2,Europe and Eurasia,2,Military,3,Disbursements,2002,8075000,10468825
52,BRB,Barbados,6,Western Hemisphere,1,Economic,2,Obligations,2002,223343,289552
52,BRB,Barbados,6,Western Hemisphere,1,Economic,3,Disbursements,2002,107339,139159
52,BRB,Barbados,6,Western Hemisphere,2,Military,2,Obligations,2002,689000,893252
52,BRB,Barbados,6,Western Hemisphere,2,Military,3,Disbursements,2002,689000,893252
64,BTN,Bhutan,4,South and Central Asia,1,Economic,2,Obligations,2002,266194,345106
68,BOL,Bolivia,6,Western Hemisphere,1,Economic,2,Obligations,2002,196115967,254254326
68,BOL,Bolivia,6,Western Hemisphere,1,Economic,3,Disbursements,2002,172460047,223585655
68,BOL,Bolivia,6,Western Hemisphere,2,Military,2,Obligations,2002,6175000,8005572
68,BOL,Bolivia,6,Western Hemisphere,2,Military,3,Disbursements,2002,6175000,8005572
70,BIH,Bosnia and Herzegovina,2,Europe and Eurasia,1,Economic,2,Obligations,2002,56890691,73755870
70,BIH,Bosnia and Herzegovina,2,Europe and Eurasia,1,Economic,3,Disbursements,2002,93095387,120693427
70,BIH,Bosnia and Herzegovina,2,Europe and Eurasia,2,Military,2,Obligations,2002,3970000,5146902
70,BIH,Bosnia and Herzegovina,2,Europe and Eurasia,2,Military,3,Disbursements,2002,3970000,5146902
72,BWA,Botswana,5,Sub-Saharan Africa,1,Economic,2,Obligations,2002,860074,1115035
72,BWA,Botswana,5,Sub-Saharan Africa,1,Economic,3,Disbursements,2002,11540319,14961432
72,BWA,Botswana,5,Sub-Saharan Africa,2,Military,2,Obligations,2002,1692000,2193591
72,BWA,Botswana,5,Sub-Saharan Africa,2,Military,3,Disbursements,2002,1692000,2193591
76,BRA,Brazil,6,Western Hemisphere,1,Economic,2,Obligations,2002,23877450,30955867
76,BRA,Brazil,6,Western Hemisphere,1,Economic,3,Disbursements,2002,17616626,22839049
76,BRA,Brazil,6,Western Hemisphere,2,Military,2,Obligations,2002,1293000,1676308
76,BRA,Brazil,6,Western Hemisphere,2,Military,3,Disbursements,2002,1293000,1676308
84,BLZ,Belize,6,Western Hemisphere,1,Economic,2,Obligations,2002,1886886,2446250
84,BLZ,Belize,6,Western Hemisphere,1,Economic,3,Disbursements,2002,2071205,2685210
84,BLZ,Belize,6,Western Hemisphere,2,Military,2,Obligations,2002,801000,1038454
84,BLZ,Belize,6,Western Hemisphere,2,Military,3,Disbursements,2002,801000,1038454
90,SLB,Solomon Islands,1,East Asia and Oceania,1,Economic,2,Obligations,2002,49000,63525
90,SLB,Solomon Islands,1,East Asia and Oceania,1,Economic,3,Disbursements,2002,28000,36300
90,SLB,Solomon Islands,1,East Asia and Oceania,2,Military,2,Obligations,2002,146000,189281
90,SLB,Solomon Islands,1,East Asia and Oceania,2,Military,3,Disbursements,2002,146000,189281
100,BGR,Bulgaria,2,Europe and Eurasia,1,Economic,2,Obligations,2002,45604078,59123344
100,BGR,Bulgaria,2,Europe and Eurasia,1,Economic,3,Disbursements,2002,43265615,56091672
100,BGR,Bulgaria,2,Europe and Eurasia,2,Military,2,Obligations,2002,9712000,12591114
100,BGR,Bulgaria,2,Europe and Eurasia,2,Military,3,Disbursements,2002,9712000,12591114
104,MMR,Burma (Myanmar),1,East Asia and Oceania,1,Economic,2,Obligations,2002,4623714,5994401
104,MMR,Burma (Myanmar),1,East Asia and Oceania,1,Economic,3,Disbursements,2002,4615947,5984331
104,MMR,Burma (Myanmar),1,East Asia and Oceania,2,Military,2,Obligations,2002,52000,67415
104,MMR,Burma (Myanmar),1,East Asia and Oceania,2,Military,3,Disbursements,2002,52000,67415
108,BDI,Burundi,5,Sub-Saharan Africa,1,Economic,2,Obligations,2002,22125467,28684519
108,BDI,Burundi,5,Sub-Saharan Africa,1,Economic,3,Disbursements,2002,14267604,18497202
112,BLR,Belarus,2,Europe and Eurasia,1,Economic,2,Obligations,2002,7642092,9907576
112,BLR,Belarus,2,Europe and Eurasia,1,Economic,3,Disbursements,2002,10814810,14020849
116,KHM,Cambodia,1,East Asia and Oceania,1,Economic,2,Obligations,2002,53376380,69199714
116,KHM,Cambodia,1,East Asia and Oceania,1,Economic,3,Disbursements,2002,29067578,37684625
120,CMR,Cameroon,5,Sub-Saharan Africa,1,Economic,2,Obligations,2002,7948873,10305303
120,CMR,Cameroon,5,Sub-Saharan Africa,1,Economic,3,Disbursements,2002,7194887,9327802
120,CMR,Cameroon,5,Sub-Saharan Africa,2,Military,2,Obligations,2002,193000,250214
120,CMR,Cameroon,5,Sub-Saharan Africa,2,Military,3,Disbursements,2002,193000,250214
124,CAN,Canada,6,Western Hemisphere,2,Military,2,Obligations,2002,40000,51857
124,CAN,Canada,6,Western Hemisphere,2,Military,3,Disbursements,2002,40000,51857
132,CPV,Cabo Verde,5,Sub-Saharan Africa,1,Economic,2,Obligations,2002,4442179,5759055
132,CPV,Cabo Verde,5,Sub-Saharan Africa,1,Economic,3,Disbursements,2002,4194186,5437545
132,CPV,Cabo Verde,5,Sub-Saharan Africa,2,Military,2,Obligations,2002,146000,189281
132,CPV,Cabo Verde,5,Sub-Saharan Africa,2,Military,3,Disbursements,2002,146000,189281
140,CAF,Central African Republic,5,Sub-Saharan Africa,1,Economic,2,Obligations,2002,1018341,1320220
140,CAF,Central African Republic,5,Sub-Saharan Africa,1,Economic,3,Disbursements,2002,961836,1246969
140,CAF,Central African Republic,5,Sub-Saharan Africa,2,Military,2,Obligations,2002,128000,165945
140,CAF,Central African Republic,5,Sub-Saharan Africa,2,Military,3,Disbursements,2002,128000,165945
144,LKA,Sri Lanka,4,South and Central Asia,1,Economic,2,Obligations,2002,15839856,20535560
144,LKA,Sri Lanka,4,South and Central Asia,1,Economic,3,Disbursements,2002,15110298,19589723
144,LKA,Sri Lanka,4,South and Central Asia,2,Military,2,Obligations,2002,259000,335780
144,LKA,Sri Lanka,4,South and Central Asia,2,Military,3,Disbursements,2002,259000,335780
148,TCD,Chad,5,Sub-Saharan Africa,1,Economic,2,Obligations,2002,4263906,5527928
148,TCD,Chad,5,Sub-Saharan Africa,1,Economic,3,Disbursements,2002,3553331,4606705
148,TCD,Chad,5,Sub-Saharan Africa,2,Military,2,Obligations,2002,216000,280033
148,TCD,Chad,5,Sub-Saharan Africa,2,Military,3,Disbursements,2002,216000,280033
152,CHL,Chile,6,Western Hemisphere,1,Economic,2,Obligations,2002,367191,476040
152,CHL,Chile,6,Western Hemisphere,1,Economic,3,Disbursements,2002,356261,461870
152,CHL,Chile,6,Western Hemisphere,2,Military,2,Obligations,2002,1342000,1739834
152,CHL,Chile,6,Western Hemisphere,2,Military,3,Disbursements,2002,1342000,1739834
156,CHN,China (P.R.C.),1,East Asia and Oceania,1,Economic,2,Obligations,2002,23422103,30365526
156,CHN,China (P.R.C.),1,East Asia and Oceania,1,Economic,3,Disbursements,2002,21943609,28448735
156,CHN,China (P.R.C.),1,East Asia and Oceania,2,Military,2,Obligations,2002,21000,27225
156,CHN,China (P.R.C.),1,East Asia and Oceania,2,Military,3,Disbursements,2002,21000,27225
158,TWN,"China, Republic of (Taiwan)",1,East Asia and Oceania,1,Economic,2,Obligations,2002,-91643,-118810
158,TWN,"China, Republic of (Taiwan)",1,East Asia and Oceania,1,Economic,3,Disbursements,2002,65650,85111
170,COL,Colombia,6,Western Hemisphere,1,Economic,2,Obligations,2002,451124180,584859571
170,COL,Colombia,6,Western Hemisphere,1,Economic,3,Disbursements,2002,446053997,578286342
170,COL,Colombia,6,Western Hemisphere,2,Military,2,Obligations,2002,120323000,155992658
170,COL,Colombia,6,Western Hemisphere,2,Military,3,Disbursements,2002,120323000,155992658
174,COM,Comoros,5,Sub-Saharan Africa,1,Economic,2,Obligations,2002,33223,43070
174,COM,Comoros,5,Sub-Saharan Africa,1,Economic,3,Disbursements,2002,12896,16719
178,COG,Congo (Brazzaville),5,Sub-Saharan Africa,1,Economic,2,Obligations,2002,2218028,2875554
178,COG,Congo (Brazzaville),5,Sub-Saharan Africa,1,Economic,3,Disbursements,2002,3906225,5064215
178,COG,Congo (Brazzaville),5,Sub-Saharan Africa,2,Military,2,Obligations,2002,140000,181502
178,COG,Congo (Brazzaville),5,Sub-Saharan Africa,2,Military,3,Disbursements,2002,140000,181502
